X	HV102_Abd	HV102_Eye	HV102_Leg	HV102_Meso	HV102_Ovi	HV102_Pro	HV102_Wing2	HV102_Wing3	HV3a_Abd	HV3a_Eye	HV3a_Leg	HV3a_Meso	HV3a_Ovi	HV3a_Pro	HV3a_Wing2	HV3a_Wing3	HV7_Abd	HV7_Leg	HV7_Meso	HV7_Pro	HV7_Wing2	id
HV102_Ovi_TRINITY_DN23338_c0_g1	3	3	10	8	14	1	11	6	6	8	1	2	5	1	1	4	5	1	0	0	0	HV102_Ovi_TRINITY_DN23338_c0_g1
HV102_Abd_TRINITY_DN17790_c0_g2	187	272	643	481	657	344	626	806	337	270	271	259	236	197	248	374	364	184	66	82	170	HV102_Abd_TRINITY_DN17790_c0_g2
HV102_Wing2_TRINITY_DN27378_c0_g1	229	275	265	122	133	116	158	157	523	552	267	186	331	148	177	329	412	94	57	88	127	HV102_Wing2_TRINITY_DN27378_c0_g1
HV102_Ovi_TRINITY_DN14003_c0_g1	93	76	156	241	205	131	179	243	123	75	118	366	113	49	53	149	150	48	35	98	38	HV102_Ovi_TRINITY_DN14003_c0_g1
HV102_Abd_TRINITY_DN21726_c1_g2	1615	1497	3592	1756	2571	1371	2230	2492	2223	1748	1491	1038	1860	959	1914	2267	2094	1818	487	994	2387	HV102_Abd_TRINITY_DN21726_c1_g2
HV102_Wing3_TRINITY_DN5857_c0_g1	1	1	1	1	2	2	3	15	2	13	1	3	3	0	2	6	0	1	0	1	1	HV102_Wing3_TRINITY_DN5857_c0_g1
HV102_Abd_TRINITY_DN4309_c0_g1	139	206	491	690	812	300	582	740	176	151	160	480	255	180	369	470	148	113	70	49	182	HV102_Abd_TRINITY_DN4309_c0_g1
HV102_Abd_TRINITY_DN17854_c0_g2	514	290	325	247	403	242	300	350	1108	422	298	341	563	241	254	712	810	262	66	117	232	HV102_Abd_TRINITY_DN17854_c0_g2
HV102_Ovi_TRINITY_DN18840_c0_g1	412.53	0	30.63	10.58	157.93	4.92	0	2.38	0	0	0	0	0	0	0	0	202.25	3.08	2.36	3.58	0	HV102_Ovi_TRINITY_DN18840_c0_g1
HV102_Leg_TRINITY_DN15546_c0_g1	15	176	191	16	29.99	111	21	5	17	392	91	9	44	41	10	7.78	30	35	3	31	2	HV102_Leg_TRINITY_DN15546_c0_g1
HV102_Leg_TRINITY_DN410_c0_g1	555	0	19	2	150	2	2	2	347	0	2	1	28	12	0	2	722	92	78	137	53	HV102_Leg_TRINITY_DN410_c0_g1
HV102_Eye_TRINITY_DN21295_c0_g1	96	103	183	208	168	118	203	207	167	145	122	95	85	86	91	79	220	99	46	64	152	HV102_Eye_TRINITY_DN21295_c0_g1
HV102_Eye_TRINITY_DN3098_c0_g1	0	10.22	0	0	0	1	0	0	0	5.45	0	1	0	0	0	0	1	2	0	0	0	HV102_Eye_TRINITY_DN3098_c0_g1
HV102_Leg_TRINITY_DN12989_c0_g1	18	2	65	23	12	6	10	6	6	3	30	8	1	14	4	5	308	1355	134	265	53	HV102_Leg_TRINITY_DN12989_c0_g1
HV102_Wing2_TRINITY_DN3290_c0_g1	3	3	0	0	3	0	8	4	1	7	1	0	2	0	1	5	1	0	0	0	1	HV102_Wing2_TRINITY_DN3290_c0_g1
HV102_Eye_TRINITY_DN19954_c3_g8	88	101	66	37	20	52	116	131	143	176	122	111	126	88	39	172	100	49	11	28	23	HV102_Eye_TRINITY_DN19954_c3_g8
HV102_Eye_TRINITY_DN20216_c0_g1	0	101	1	1	0	1	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN20216_c0_g1
HV102_Eye_TRINITY_DN22003_c1_g1	2	920	0	0	0	0	2	0	0	1368	0	0	0	0	0	0	2	0	0	0	0	HV102_Eye_TRINITY_DN22003_c1_g1
HV102_Leg_TRINITY_DN17920_c0_g1	404.38	442.64	1332.06	1065.93	843.86	829.03	1048.52	1307.09	10.32	1.18	71.98	17.62	0	7.61	3.32	9.7	776.08	507.08	177.4	287.98	234.26	HV102_Leg_TRINITY_DN17920_c0_g1
HV102_Abd_TRINITY_DN19709_c0_g1	726	763	2125	2406	2694	1238	1921	2395	1358	550	1000	1539	759	777	1089	1132	1007	821	226	235	585	HV102_Abd_TRINITY_DN19709_c0_g1
HV102_Leg_TRINITY_DN20429_c1_g1	369.56	669.08	871.37	876.47	1456.26	561.94	1043.7	1125.23	366.62	615.4	339.46	330.9	386.51	201.94	435.6	373.79	478.17	233.76	70.62	138.41	336.84	HV102_Leg_TRINITY_DN20429_c1_g1
HV102_Ovi_TRINITY_DN23072_c0_g1	2	9	12	12	13	7	3	4	13	2	11	9	11	11	4	7	2	1	1	0	0	HV102_Ovi_TRINITY_DN23072_c0_g1
HV102_Leg_TRINITY_DN19015_c0_g1	128	115	306	410	468	210	486	609	139	117	131	206	210	113	279	251	194	42	28	22	119	HV102_Leg_TRINITY_DN19015_c0_g1
HV102_Wing3_TRINITY_DN32366_c0_g1	26.46	60.9	200.5	135.26	48.09	123.52	121.09	178.73	49	76.12	214.56	136.47	201.16	42.5	71.23	234.77	52.01	70.8	28.47	43.98	34.32	HV102_Wing3_TRINITY_DN32366_c0_g1
HV102_Eye_TRINITY_DN20564_c0_g1	22	28	75	55	51	31	99	156	32	50	37	39	58	25	51	69	19	17	5	3	23	HV102_Eye_TRINITY_DN20564_c0_g1
HV102_Wing2_TRINITY_DN31066_c3_g1	5.18	1.85	7.12	5.16	3.32	0	30.28	26.19	0	1.06	0.37	1.96	0	0	0	1.05	5.9	0	1.66	0	3.38	HV102_Wing2_TRINITY_DN31066_c3_g1
HV102_Abd_TRINITY_DN19283_c0_g2	5444	4290	9145	9636	13156	5701	7103	9517	7916	3470	3536	7649	5750	3795	7261	10238	4286	2445	1019	1210	2454	HV102_Abd_TRINITY_DN19283_c0_g2
HV102_Ovi_TRINITY_DN19720_c0_g1	231.4	7.54	2	3.64	15.72	6	0	1	325	8	2	79.28	34.24	24.81	2	3	277.96	1	0	1	0	HV102_Ovi_TRINITY_DN19720_c0_g1
HV102_Abd_TRINITY_DN9506_c0_g1	32	4	4	3	14	6	13	5	22	6	2	0	16	1	8	11	37	4	1	1	3	HV102_Abd_TRINITY_DN9506_c0_g1
HV102_Meso_TRINITY_DN19778_c0_g1	304	119	321	517	516	247	487	539	188	218	94	145	364	110	267	270	372	68	74	41	849	HV102_Meso_TRINITY_DN19778_c0_g1
HV102_Abd_TRINITY_DN18199_c0_g1	794	58	11263	28	588	471	3	16	898	35	3806	303	237	760	26	59	430	4548	41	692	9	HV102_Abd_TRINITY_DN18199_c0_g1
HV102_Eye_TRINITY_DN20741_c1_g1	12	205	1	2	4	2	8	4	4	224	5	17	7	2	3	13	6	0	1	1	3	HV102_Eye_TRINITY_DN20741_c1_g1
HV102_Wing2_TRINITY_DN25763_c0_g3	2	2	10	9	4	12	38	5	7	7	5	2	10	6	13	3	2	0	0	1	2	HV102_Wing2_TRINITY_DN25763_c0_g3
HV102_Wing2_TRINITY_DN25129_c1_g2	0	0	0	0	0	0	4.61	0	1.76	0	0	0	0	0	0	0.34	0	0	0	0	0	HV102_Wing2_TRINITY_DN25129_c1_g2
HV102_Wing2_TRINITY_DN19005_c0_g1	10	19	17	28	12	9	110	216	10	50	36	18	111	26	20	152	11	8	8	6	39	HV102_Wing2_TRINITY_DN19005_c0_g1
HV102_Leg_TRINITY_DN16440_c1_g2	76.5	49.64	165.1	110.62	91.02	106.95	166.31	218.63	57.88	30.29	59.95	77.32	94.41	38.67	83.89	155.84	110.25	35.3	25.56	41.86	72.35	HV102_Leg_TRINITY_DN16440_c1_g2
HV102_Pro_TRINITY_DN15107_c1_g1	0	0	0	1.18	2.45	0	1.73	4.32	0	1.56	0	0	1.86	0	1.16	1.42	1.37	2.06	0	0	2	HV102_Pro_TRINITY_DN15107_c1_g1
HV102_Eye_TRINITY_DN20108_c0_g11	1	17	9	3	0	2	1	2	2	36	46	24	5	9	2	3	1	10	2	9	0	HV102_Eye_TRINITY_DN20108_c0_g11
HV102_Abd_TRINITY_DN22152_c0_g1	540	664	1378	1480	1294	773	1732	2332	621	674	593	1024	691	341	508	1328	721	376	254	229	458	HV102_Abd_TRINITY_DN22152_c0_g1
HV102_Leg_TRINITY_DN5847_c0_g1	5	6	28	6	9	6	12	6	27	15	10	13	31	12	48	38	6	0	0	2	2	HV102_Leg_TRINITY_DN5847_c0_g1
HV102_Meso_TRINITY_DN20425_c0_g1	73.79	78.46	182.19	157.54	83.23	78.66	189.76	204.81	90.77	140.05	115.24	86.55	131.36	54.51	86.59	154.85	107.66	42.14	11.13	19.08	61.84	HV102_Meso_TRINITY_DN20425_c0_g1
HV102_Abd_TRINITY_DN18352_c0_g1	339	381	1134	893	1044	532	627	726	761	534	640	639	568	324	814	742	298	237	53	78	120	HV102_Abd_TRINITY_DN18352_c0_g1
HV102_Pro_TRINITY_DN10723_c0_g1	1.29	9.63	7.86	2.48	2.04	5.28	6.71	33.43	11.79	6.81	6.44	19.44	20.33	4.09	4.62	48.02	25.52	1.41	1	3	0	HV102_Pro_TRINITY_DN10723_c0_g1
HV102_Wing3_TRINITY_DN33491_c1_g1	64.75	86.99	124.76	165.67	127.37	69.33	165.98	331.86	46.53	88.35	45.46	52.07	81.63	18.33	59.28	65.61	80.24	20.06	20.92	18.93	42.76	HV102_Wing3_TRINITY_DN33491_c1_g1
HV102_Wing3_TRINITY_DN30561_c3_g2	56	59	72	75	69	36	178	335	56	121	66	106	142	54	60	194	78	23	21	24	35	HV102_Wing3_TRINITY_DN30561_c3_g2
HV102_Eye_TRINITY_DN21353_c3_g1	2998	1334	2429	2211	3227	1681	1915	2161	3838	1003	1493	745	1956	662	1080	1205	4319	1402	208	387	407	HV102_Eye_TRINITY_DN21353_c3_g1
HV102_Wing3_TRINITY_DN29015_c0_g1	102.28	55.74	109.3	95.62	72.95	36.76	114.45	163.38	111.32	162.26	75.67	51.17	170.23	64.57	79.88	96.34	80.77	23	16	20.13	51	HV102_Wing3_TRINITY_DN29015_c0_g1
HV102_Wing2_TRINITY_DN26773_c3_g4	14.53	11.32	37.26	5.05	9.31	6.21	30.68	48.27	15.15	47.63	41.66	4.72	9.14	10.32	15.66	9.49	24.69	2.86	0	1.7	0	HV102_Wing2_TRINITY_DN26773_c3_g4
HV102_Abd_TRINITY_DN14372_c0_g1	352	274.04	852.39	1046.12	1061.39	471.39	662.63	945.15	404	368	389	366	336.18	211	469.81	370	407.14	291	109.41	130	488	HV102_Abd_TRINITY_DN14372_c0_g1
HV102_Wing2_TRINITY_DN10478_c0_g1	3	3	2	2	2	2	7	0	2	3	0	4	0	0	2	1	1	1	0	0	0	HV102_Wing2_TRINITY_DN10478_c0_g1
HV102_Wing3_TRINITY_DN32158_c5_g1	6	22	32	36	52	18	44	64	9	23	25	26	24	11	25	40	8	3	6	4	6	HV102_Wing3_TRINITY_DN32158_c5_g1
HV102_Abd_TRINITY_DN19279_c0_g1	434.14	433.17	289.17	1586.86	666.23	201.6	289.02	405.16	465.78	439.47	167.35	3580.68	251.82	88.23	225.5	456.29	506.02	209.6	73.94	88.27	64.82	HV102_Abd_TRINITY_DN19279_c0_g1
HV102_Wing2_TRINITY_DN30892_c0_g1	9.95	40.34	49.84	44.14	29.73	14.03	75.3	97.97	36.27	41.48	37.52	25.88	40.16	9.35	31.03	27.12	4.78	0	0	0	8.3	HV102_Wing2_TRINITY_DN30892_c0_g1
HV102_Abd_TRINITY_DN18173_c0_g1	508	401	1001	1140	1280	559	1081	1184	646	630	434	479	763	332	895	895	617	303	115	155	526	HV102_Abd_TRINITY_DN18173_c0_g1
HV102_Wing2_TRINITY_DN18249_c0_g1	5	4	8	2	8	6	17	22	3	39	11	5	11	9	11	23	6	5	2	0	1	HV102_Wing2_TRINITY_DN18249_c0_g1
HV102_Eye_TRINITY_DN18900_c1_g4	4.18	30.91	5.45	9.69	6.95	4.57	14.85	17.81	7.17	88.87	5.98	12.14	15.62	12.81	4.52	7.07	7.42	7	5	3	20.07	HV102_Eye_TRINITY_DN18900_c1_g4
HV102_Abd_TRINITY_DN21013_c1_g5	40.99	13.69	31.24	18.63	26.4	29.72	66.84	44.09	46.64	51.25	27.96	6.1	9.74	6.07	6.97	10.92	5.28	9.12	4.55	7.75	9.57	HV102_Abd_TRINITY_DN21013_c1_g5
HV102_Eye_TRINITY_DN15241_c0_g1	3	215	39	126	41	50	38	19	2	99	14	44	31	13	22	16	151	7	7	14	1	HV102_Eye_TRINITY_DN15241_c0_g1
HV102_Pro_TRINITY_DN15850_c0_g1	8.68	45.05	7.8	8.99	6.68	20.46	14.97	8.61	8.24	43.39	8.45	11	7.16	3	2	9.99	33.5	6	4	3.68	5	HV102_Pro_TRINITY_DN15850_c0_g1
HV102_Wing3_TRINITY_DN32017_c2_g2	18.99	34.1	23.42	24.78	34.42	18.79	68.12	148.29	91.81	139.92	54.91	38.02	208.21	34.34	101.65	182.47	22.2	2.5	4.18	6.55	10.84	HV102_Wing3_TRINITY_DN32017_c2_g2
HV102_Abd_TRINITY_DN15762_c0_g1	461	401	1066	1278	1758	752	1106	1399	613	362	371	411	722	286	770	782	705	387	125	152	390	HV102_Abd_TRINITY_DN15762_c0_g1
HV102_Leg_TRINITY_DN18571_c0_g1	806	361.28	1117.72	525.28	954.58	402.57	867.34	1131	704.86	400.26	423.78	487	573.52	321	922.41	1271	1567.6	1103.62	496	966	2576	HV102_Leg_TRINITY_DN18571_c0_g1
HV102_Leg_TRINITY_DN20373_c1_g4	18.22	2.31	280.56	52.21	53.98	166.97	5.9	13.55	53.34	1.22	152.09	22.03	18.67	37.16	4.19	0	39.83	238.71	10.11	41.16	0	HV102_Leg_TRINITY_DN20373_c1_g4
HV102_Wing2_TRINITY_DN32882_c0_g1	58	10	36	23	15	29	20	24	178	51	45	38	64	34	11	23	296	11	3	7	1	HV102_Wing2_TRINITY_DN32882_c0_g1
HV102_Abd_TRINITY_DN23469_c0_g1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	HV102_Abd_TRINITY_DN23469_c0_g1
HV102_Ovi_TRINITY_DN14908_c0_g1	131	224	312	321	331	204	421	521	168	257	101	125	204	63	149	200	228	71	58	56	230	HV102_Ovi_TRINITY_DN14908_c0_g1
HV102_Eye_TRINITY_DN19973_c0_g1	0	205	3	1	4	0	0	0	0	223	3	0	2	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN19973_c0_g1
HV102_Abd_TRINITY_DN21450_c2_g1	345.6	401.71	431.69	409.49	230.61	275.21	568.37	601.55	578.88	604.41	301.28	344.23	516.41	233.02	167.55	478.92	682.15	142.65	78.8	152.77	164.06	HV102_Abd_TRINITY_DN21450_c2_g1
HV102_Leg_TRINITY_DN5036_c0_g1	0	4	10	0	2	1	0	1	2	10	4	3	0	1	2	0	0	3	0	1	0	HV102_Leg_TRINITY_DN5036_c0_g1
HV102_Eye_TRINITY_DN21876_c0_g2	168.18	282.38	307.07	304.66	356.26	129.85	326.19	526.88	177.05	203.21	172.49	181.95	219.93	77.5	212.75	463.34	179.08	84.37	45.3	67.36	55.12	HV102_Eye_TRINITY_DN21876_c0_g2
HV102_Ovi_TRINITY_DN1439_c0_g1	3	13	7	6	14	6	18	6	1	3	3	2	4	2	0	3	0	0	0	0	0	HV102_Ovi_TRINITY_DN1439_c0_g1
HV102_Wing3_TRINITY_DN28895_c1_g2	9.43	30.46	9.86	47.17	4.6	14.66	40.4	129.57	12.3	26.17	12.26	4.17	29.77	9.23	19.65	52.82	19.91	3.1	0	0	11.24	HV102_Wing3_TRINITY_DN28895_c1_g2
HV102_Abd_TRINITY_DN22461_c0_g1	579	272	488	463	986	347	584	678	915	222	228	308	425	216	659	687	715	98	55	67	152	HV102_Abd_TRINITY_DN22461_c0_g1
HV102_Leg_TRINITY_DN22715_c0_g1	7	15	32	10	50	12	57	68	23	15	24	9	30	12	61	140	7	20	4	4	8	HV102_Leg_TRINITY_DN22715_c0_g1
HV102_Ovi_TRINITY_DN17316_c0_g1	392	313	731	756	1821	439	1226	1259	320	66	112	272	296	91	239	262	139	36	15	36	25	HV102_Ovi_TRINITY_DN17316_c0_g1
HV102_Eye_TRINITY_DN12875_c0_g1	64	93	92	80	48	63	306	497	62	219	117	74	176	81	76	327	92	23	11	29	52	HV102_Eye_TRINITY_DN12875_c0_g1
HV102_Eye_TRINITY_DN17396_c0_g3	0	23	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN17396_c0_g3
HV102_Wing3_TRINITY_DN29972_c0_g1	96.98	100.43	251.78	183.63	185.9	125.87	309.07	450.42	194.42	380.45	202.32	178.42	827.23	120.56	469.52	741.79	196.76	46.97	45.96	49.64	98.09	HV102_Wing3_TRINITY_DN29972_c0_g1
HV102_Abd_TRINITY_DN19437_c0_g4	14.24	5	17.23	14.31	16.47	7	64.49	87.77	2.03	4.08	5.27	2.25	21.56	9	34.75	73.44	5.15	1	2.02	5	12.21	HV102_Abd_TRINITY_DN19437_c0_g4
HV102_Abd_TRINITY_DN11859_c0_g1	155	254	401	336	522	247	470	535	210	246	145	195	176	103	228	270	221	67	60	61	155	HV102_Abd_TRINITY_DN11859_c0_g1
HV102_Wing2_TRINITY_DN28335_c2_g3	2.36	0	0	0.44	1.62	0	8.43	1.76	0	0	0	0	2.95	0	0.76	2.95	0	0	1.4	0	1.49	HV102_Wing2_TRINITY_DN28335_c2_g3
HV102_Wing2_TRINITY_DN30291_c0_g1	790.28	1179.82	1725.53	1626.88	1459.52	1064.09	2481.59	3458.34	1655.61	1542.41	1278.94	1712.25	1767.61	668.26	1062.28	2723.73	1614	712.66	416.56	521	640.93	HV102_Wing2_TRINITY_DN30291_c0_g1
HV102_Ovi_TRINITY_DN14287_c0_g1	265	16	26	32	152	37	1	1	226	4	6	37	33	11	1	0	433	2	23	8	0	HV102_Ovi_TRINITY_DN14287_c0_g1
HV102_Eye_TRINITY_DN12526_c0_g1	2	4	1	0	0	0	0	2	4	9	1	3	5	0	6	18	1	0	0	2	0	HV102_Eye_TRINITY_DN12526_c0_g1
HV102_Leg_TRINITY_DN19840_c2_g1	45.08	25.94	271.65	110.61	45.04	122.2	86.11	113.67	106.26	55.65	208.4	93.26	66.22	50.78	49.69	55.86	75.8	224.05	22	32.78	29	HV102_Leg_TRINITY_DN19840_c2_g1
HV102_Eye_TRINITY_DN18503_c0_g2	119.01	641.85	238.29	85.01	110.59	141.13	127.3	77.65	144.73	1173.2	198.86	170.35	176.91	106.2	47.73	65.29	100.45	33.61	41.91	65.02	17.18	HV102_Eye_TRINITY_DN18503_c0_g2
HV102_Wing2_TRINITY_DN28009_c1_g3	9.53	8.4	15.87	8.11	7.91	8.05	24.63	44.13	11.28	22.27	18.79	8.36	21.49	7.35	9.36	21.25	5.57	2	0	1	1	HV102_Wing2_TRINITY_DN28009_c1_g3
HV102_Eye_TRINITY_DN14148_c0_g1	1	182	15	6	2	2	0	0	2	251	10	16	8	0	5	13	5	0	0	0	0	HV102_Eye_TRINITY_DN14148_c0_g1
HV102_Abd_TRINITY_DN11686_c0_g2	14	0	0	0	0	0	0	0	16	0	0	1	7	0	0	0	37	0	0	0	0	HV102_Abd_TRINITY_DN11686_c0_g2
HV102_Wing3_TRINITY_DN31589_c1_g1	16	29.48	11.18	27	17.55	5.82	44.33	95.59	10.95	89.23	23.32	25.18	39.11	14	11	82.64	15	6	3	11	7	HV102_Wing3_TRINITY_DN31589_c1_g1
HV102_Eye_TRINITY_DN19704_c0_g1	5.11	54.64	34.39	12.24	11.21	11.55	12.31	7.59	8.92	106.94	15.18	13.22	11.34	5.34	8.69	9.2	9.93	5.17	0.85	1.07	7.29	HV102_Eye_TRINITY_DN19704_c0_g1
HV102_Abd_TRINITY_DN11254_c0_g1	152	103	273	189	131	128	420	569	382	291	342	303	762	235	329	1011	386	109	53	101	212	HV102_Abd_TRINITY_DN11254_c0_g1
HV102_Pro_TRINITY_DN10113_c0_g1	4.08	4.21	6.03	2.53	1.7	4.39	0	2.28	4.27	10.88	3.13	3.14	10.77	0	8.83	12.75	7.98	7.49	0	1.41	4.85	HV102_Pro_TRINITY_DN10113_c0_g1
HV102_Wing3_TRINITY_DN28230_c1_g1	85	107	108	127	101	62	231	289	1066	748	1236	851	819	676	1284	1365	136	64	40	67	70	HV102_Wing3_TRINITY_DN28230_c1_g1
HV102_Leg_TRINITY_DN18548_c0_g1	282.91	233	1202.82	1303	1580	451	2001.87	1638.1	319.84	190	407	869	1154	182	474.92	1237	382.82	220	141	112	190	HV102_Leg_TRINITY_DN18548_c0_g1
HV102_Abd_TRINITY_DN17029_c0_g1	350	409	935	891	958	507	917	1133	483	577	455	488	484	279	477	759	612	249	131	182	338	HV102_Abd_TRINITY_DN17029_c0_g1
HV102_Wing2_TRINITY_DN29392_c0_g1	277.49	143.4	557.56	399.19	443.85	335.36	801.3	1033.98	556.32	333.61	335.05	385.23	628.72	269.55	379.26	1045.5	563.75	114.55	99.27	137.17	310.24	HV102_Wing2_TRINITY_DN29392_c0_g1
HV102_Wing2_TRINITY_DN10812_c0_g1	1	0	3	0	3	0	8	5	2	3	0	1	2	0	0	0	1	0	2	0	0	HV102_Wing2_TRINITY_DN10812_c0_g1
HV102_Wing2_TRINITY_DN25431_c0_g2	65	42	69	100	57	51	173	257	65	74	55	44	49	32	34	67	66	24	8	29	35	HV102_Wing2_TRINITY_DN25431_c0_g2
HV102_Eye_TRINITY_DN16889_c0_g1	283	361	776	538	787	446	616	705	501	461	397	305	444	256	514	550	511	411	86	158	262	HV102_Eye_TRINITY_DN16889_c0_g1
HV102_Leg_TRINITY_DN19885_c2_g1	382.04	466.73	2181.99	895.47	978.69	1125.71	2040.95	2680.67	893.49	716.78	1466.16	1065.83	896.15	641.98	843.54	2254.64	701.67	809.17	258.87	423.66	520.66	HV102_Leg_TRINITY_DN19885_c2_g1
HV102_Wing2_TRINITY_DN27658_c0_g1	36	46	428	249	143	405	334	186	50	40	130	128	97	124	110	161	433	1095	85	415	402	HV102_Wing2_TRINITY_DN27658_c0_g1
HV102_Abd_TRINITY_DN20422_c0_g4	251.9	62.73	14.45	78.39	102.55	62.02	5.18	7	778.29	14.02	6	172.78	61.47	25	4	7	1287.7	20.48	53.64	17.71	0	HV102_Abd_TRINITY_DN20422_c0_g4
HV102_Ovi_TRINITY_DN16928_c0_g1	58	18	43	43	72	40	41	42	160	29	38	36	88	47	20	22	152	14	12	27	8	HV102_Ovi_TRINITY_DN16928_c0_g1
HV102_Eye_TRINITY_DN21407_c3_g1	0	34786	2	3	0	0	0	2	4	49694	0	3	1	0	1	8	1	1	0	0	1	HV102_Eye_TRINITY_DN21407_c3_g1
HV102_Wing3_TRINITY_DN34850_c0_g1	0	0	0	0	0	1	0	7	1	0	0	0	1	0	0	0	1	0	0	0	0	HV102_Wing3_TRINITY_DN34850_c0_g1
HV102_Leg_TRINITY_DN21248_c0_g1	82.84	87.14	415.51	287.05	108.11	267.57	328.2	256.1	165.38	120.14	324.43	360.42	139.16	153.89	84.61	237.79	104.74	156.45	72.67	58.49	40.85	HV102_Leg_TRINITY_DN21248_c0_g1
HV102_Wing2_TRINITY_DN19844_c0_g1	0	0	0	2	0	0	4	1	0	1	0	0	3	0	2	0	0	1	0	0	0	HV102_Wing2_TRINITY_DN19844_c0_g1
HV102_Leg_TRINITY_DN18359_c2_g3	446.45	483.03	5314.16	2083.77	2155.68	2825.1	927.16	1007.91	412.78	303.25	1828.99	565.2	162.31	721.03	228.65	186.81	230.04	2500.04	225.89	622.17	53.52	HV102_Leg_TRINITY_DN18359_c2_g3
HV102_Wing2_TRINITY_DN27285_c5_g1	33	23	35	42	25	22	161	291	19	144	54	54	107	30	43	133	221	72	94	120	262	HV102_Wing2_TRINITY_DN27285_c5_g1
HV102_Eye_TRINITY_DN19864_c0_g4	202.98	172	494	617	696	319	582	669	331	230	226	315	547	168	630	666.93	216	77	43	54	130.98	HV102_Eye_TRINITY_DN19864_c0_g4
HV102_Meso_TRINITY_DN19697_c0_g2	71	193	80	268	11	31	39	20	48	258	57	377	98	23	12	24	183	41	4	5	9	HV102_Meso_TRINITY_DN19697_c0_g2
HV102_Abd_TRINITY_DN21143_c0_g1	264.21	246.68	632.7	533.38	570.24	338.78	805.9	1038.77	221.55	734.38	201.37	585.05	717.3	136.05	456.47	1578.85	418.99	181.66	79.76	131.7	196.81	HV102_Abd_TRINITY_DN21143_c0_g1
HV102_Eye_TRINITY_DN12445_c0_g1	0	28	0	0	0	0	0	0	0	50	0	0	0	0	0	1	0	0	0	0	0	HV102_Eye_TRINITY_DN12445_c0_g1
HV102_Eye_TRINITY_DN20990_c0_g1	19	508	112	55	59	121	218	37	39	878	75	62	30	95	93	33	21	27	5	52	24	HV102_Eye_TRINITY_DN20990_c0_g1
HV102_Abd_TRINITY_DN21463_c0_g1	484.4	322.37	1333.64	512.88	828.69	353.82	1215.14	1394.66	297.31	204.89	291.06	2551.31	651.27	294.77	1204.89	2522.5	589.3	491.2	452.59	663.38	646.42	HV102_Abd_TRINITY_DN21463_c0_g1
HV102_Wing2_TRINITY_DN22874_c0_g1	23	11	1222	143	119	109	116	156	158	54	1038	76	189	113	135	240	8	79	1	4	3	HV102_Wing2_TRINITY_DN22874_c0_g1
HV102_Leg_TRINITY_DN15541_c0_g1	256	232	1965.8	1105	892.95	962.48	249	363	463.51	226	917.71	975.72	321	465	87	250.75	255	801	263	442	25	HV102_Leg_TRINITY_DN15541_c0_g1
HV102_Abd_TRINITY_DN4471_c0_g1	125	126	405	217	263	233	134	203	180	141	221	174	103	88	160	159	200	167	36	65	90	HV102_Abd_TRINITY_DN4471_c0_g1
HV102_Pro_TRINITY_DN14611_c0_g1	40	5	756	245	29	392	5	16	48	3	487	119	10	111	2	3	55	434	32	117	3	HV102_Pro_TRINITY_DN14611_c0_g1
HV102_Abd_TRINITY_DN21828_c0_g2	148	121	132	79	191	63	189	407	106	390	228	105	696	77	281	805	120	126	68	131	62	HV102_Abd_TRINITY_DN21828_c0_g2
HV102_Meso_TRINITY_DN17898_c0_g1	126.48	241.09	295.78	201.99	306.21	177.07	268.39	264.01	313.88	375.43	249.34	354.08	356.29	153.14	334.74	667.54	210.8	71.85	23.35	73.19	42.3	HV102_Meso_TRINITY_DN17898_c0_g1
HV102_Abd_TRINITY_DN18104_c1_g1	80	126	220	163	102	98	332	426	112	315	139	106	166	62	137	270	85	41	21	22	66	HV102_Abd_TRINITY_DN18104_c1_g1
HV102_Abd_TRINITY_DN15751_c0_g1	16	5	3	1	22	1	0	0	7	6	6	0	12	2	1	0	22	7	1	1	1	HV102_Abd_TRINITY_DN15751_c0_g1
HV102_Eye_TRINITY_DN21426_c0_g1	0	55	2	0	0	1	3	1	2	122	3	2	4	5	3	16	0	1	1	0	0	HV102_Eye_TRINITY_DN21426_c0_g1
HV102_Eye_TRINITY_DN18279_c0_g1	7	519	16	10	7	15	28	16	1	1361	25	6	18	14	12	24	8	3	5	7	8	HV102_Eye_TRINITY_DN18279_c0_g1
HV102_Eye_TRINITY_DN16262_c0_g1	61.11	164.97	168.84	165.07	240.79	109.42	186.18	207.39	170.01	280.29	81.6	124.27	342.08	70.76	512.59	418.95	52.21	28.45	28.9	29	62.42	HV102_Eye_TRINITY_DN16262_c0_g1
HV102_Abd_TRINITY_DN22240_c1_g3	345	237	349	359	272	173	674	867	339	443	248	213	402	139.96	265	521	561	166	126	187	445	HV102_Abd_TRINITY_DN22240_c1_g3
HV102_Wing3_TRINITY_DN23404_c0_g1	57	10	83	11	52	4	20	53	4	16	64	9	6	7	20	51	25	72	5	9	15	HV102_Wing3_TRINITY_DN23404_c0_g1
