X	ECEF_Abd	ECEF_Eye	ECEF_Leg	ECEF_Meso	ECEF_Ovi	ECEF_Pro	ECEF_Wing2	ECEF_Wing3	ECFisC_Abd	ECFisC_Eye	ECFisC_Leg	ECFisC_Meso	ECFisC_Ovi	ECFisC_Pro	ECFisC_Wing2	ECFisC_Wing3	ECty4_Abd	ECty4_Eye	ECty4_Leg	ECty4_Meso	ECty4_Ovi	ECty4_Pro	ECty4_Wing2	ECty4_Wing3	id
ECEF_Wing2_TRINITY_DN20950_c0_g1	29.85	58.38	55.94	8.62	19.64	15.04	14.05	10.46	14.55	36.64	7.82	25.56	20.61	6.69	6.95	25.94	3.56	65.39	9.51	9.8	15.91	0	9.78	3.53	ECEF_Wing2_TRINITY_DN20950_c0_g1
ECEF_Leg_TRINITY_DN7107_c0_g1	8	14	7	3	4	1	8	5	3	3	0	2	22	4	0	4	4	2	3	2	12	0	6	0	ECEF_Leg_TRINITY_DN7107_c0_g1
ECEF_Pro_TRINITY_DN21376_c0_g1	4.86	16.8	32.03	37.02	5.6	17.03	18.96	20.17	2.96	0	0	5.87	1.38	3.03	11.86	6.56	0	1.61	4.39	10.96	1.75	1.56	7.28	2.89	ECEF_Pro_TRINITY_DN21376_c0_g1
ECEF_Wing2_TRINITY_DN19843_c0_g1	9	30.74	25.7	14	6.43	10	33	15.57	6	0	0	9.77	14	10.64	14.64	20	10.71	13.98	16.22	12.69	24.69	3	20.24	1.63	ECEF_Wing2_TRINITY_DN19843_c0_g1
ECEF_Abd_TRINITY_DN22494_c0_g1	2219	2599	4109	3766	2566	2783	5540	4863	2283	655	407	5673	8512	4203	6748	9486	1605	2405	2285	4429	5144	781	4758	489	ECEF_Abd_TRINITY_DN22494_c0_g1
ECEF_Leg_TRINITY_DN11496_c0_g3	2	0	5.51	4	0	0	1	0	0	1	1	0	0	0	0	1	0	1.32	5.01	3.02	7.75	0	0	0	ECEF_Leg_TRINITY_DN11496_c0_g3
ECEF_Wing2_TRINITY_DN22636_c0_g2	21	40	46	36	45	31	56	58	33	10	3	49	103	40	88	109	17	31	22	33	59	8	52	9	ECEF_Wing2_TRINITY_DN22636_c0_g2
ECEF_Meso_TRINITY_DN26689_c1_g2	16	23	26	59	30	21	38	44	48	19	2	90	78	68	90	118	27	68	63	93	73	22	127	16	ECEF_Meso_TRINITY_DN26689_c1_g2
ECEF_Leg_TRINITY_DN23818_c0_g1	144.62	268.11	312.28	440.35	90.16	184.77	399.72	342.73	139.05	28.59	24.83	289.87	323.75	233.44	310.95	392.1	52.89	118.73	97.62	144.9	258.31	12.6	175.17	16.87	ECEF_Leg_TRINITY_DN23818_c0_g1
ECEF_Wing2_TRINITY_DN22787_c1_g2	4.32	2	4	3.04	1.75	5.7	8.81	1	5.58	0	0	8.65	3.75	3	6.79	2.86	4.49	1.44	2	2	6	0	2	1.03	ECEF_Wing2_TRINITY_DN22787_c1_g2
ECEF_Wing3_TRINITY_DN28021_c0_g2	4	1	4	0	0	4	6	5	2	0	0	3	1	2	4	1	0	1	0	0	2	1	2	0	ECEF_Wing3_TRINITY_DN28021_c0_g2
ECEF_Wing2_TRINITY_DN24568_c1_g2	8.01	21.32	29.09	32.95	6.85	16.6	54.37	17.73	3.95	0	0	36.21	42.33	27.08	25.4	53.41	4.42	2.14	16.81	33.42	30.76	5.96	32.65	6.87	ECEF_Wing2_TRINITY_DN24568_c1_g2
ECEF_Abd_TRINITY_DN18356_c0_g1	93	57.72	148	119	51	57	116.95	116	37	6	10	97	88	55	66.94	110	93	115.96	193	214	171	13	214.95	15	ECEF_Abd_TRINITY_DN18356_c0_g1
ECEF_Eye_TRINITY_DN11688_c0_g1	45	49	45	29	3	21	40	19	16	7	4	36	29	19	27	27	17	64	38	63	51	9	61	2	ECEF_Eye_TRINITY_DN11688_c0_g1
ECEF_Eye_TRINITY_DN13040_c0_g1	0	41	0	0	4	0	0	0	0	7	0	0	0	1	0	0	1	38	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN13040_c0_g1
ECEF_Eye_TRINITY_DN23561_c0_g1	226	647	444	317	147	266	350	318	203	93	17	230	133	264	324	424	138	585	224	193	276	38	300	59	ECEF_Eye_TRINITY_DN23561_c0_g1
ECEF_Ovi_TRINITY_DN19466_c0_g1	22	9	46	39	380	14	18	27	9	0	2	28	11	4	5	9	3274	3040	3052	5549	373	594	2196	631	ECEF_Ovi_TRINITY_DN19466_c0_g1
ECEF_Ovi_TRINITY_DN14064_c0_g1	13	19	23	14	34	14	29	52	10	3	1	23	43	19	50	47	7	27	14	30	53	6	43	11	ECEF_Ovi_TRINITY_DN14064_c0_g1
ECEF_Leg_TRINITY_DN18983_c0_g1	119.61	122.72	150.99	102.71	80.1	49.12	83.19	96.41	302.01	32.64	20.01	217.11	247.16	155.14	210.93	299.25	125.81	130.2	154.93	165.18	251.64	31.29	182.56	20.74	ECEF_Leg_TRINITY_DN18983_c0_g1
ECEF_Leg_TRINITY_DN21618_c0_g1	2.66	15.45	25.27	19.7	18.55	15	49.9	28.93	44.18	4.18	12.79	75.27	81.81	64.28	52.98	133.43	0	0	0	0	1.31	16.5	0	9.65	ECEF_Leg_TRINITY_DN21618_c0_g1
ECEF_Eye_TRINITY_DN19952_c1_g5	673	414	605	507	301	404	833	630	558	91	60	722	1028	678	760	1004	729	873	1004	1207	1577	300	2385	192	ECEF_Eye_TRINITY_DN19952_c1_g5
ECEF_Abd_TRINITY_DN10781_c0_g1	9	11	12	11	1	7	21	14	15	5	1	14	29	16	28	35	5	12	8	17	8	3	16	3	ECEF_Abd_TRINITY_DN10781_c0_g1
ECEF_Eye_TRINITY_DN10462_c0_g2	3	7.17	3.34	8.12	5	2.27	15.01	12.47	0	0	0	6.35	8.06	1.16	9.57	9.39	0	1.13	1.43	0	4.85	2.65	8.94	1	ECEF_Eye_TRINITY_DN10462_c0_g2
ECEF_Abd_TRINITY_DN17882_c0_g1	124	112	208	368	45	68	138	124	102	16	16	393	162	99	138	212	150	191	266	442	233	39	244	34	ECEF_Abd_TRINITY_DN17882_c0_g1
ECEF_Abd_TRINITY_DN22599_c1_g2	3093.71	377.42	466.89	686.27	725.2	186.46	153.09	204.09	5159.5	193.23	66.47	1860.09	2432.56	947.79	410.53	1175.57	5663.36	2048.28	1622.74	2791.18	3768.38	239.97	985.96	214.76	ECEF_Abd_TRINITY_DN22599_c1_g2
ECEF_Abd_TRINITY_DN15713_c0_g1	835	878	1541	1780	507	762	1691	1563	720	208	136	2367	2739	1536	2361	2667	1036	1686	1773	2273	2801	299	3488	266	ECEF_Abd_TRINITY_DN15713_c0_g1
ECEF_Wing3_TRINITY_DN27711_c1_g3	979	59	120	104	83	32	4	43	235	0	0	50	68	17	4	12	21	30	16	33	8	4	4	0	ECEF_Wing3_TRINITY_DN27711_c1_g3
ECEF_Pro_TRINITY_DN20969_c1_g1	387.49	694.43	918.77	787.3	373.78	600.88	1034.17	832.56	354.99	132.4	73.97	1000.45	1470.91	853.55	1090.32	1559.9	314.12	531.49	437.38	838.02	959.57	132.62	963.48	72.11	ECEF_Pro_TRINITY_DN20969_c1_g1
ECEF_Wing3_TRINITY_DN15010_c0_g1	0	0	1	1	0	3	0	1	0	1	0	0	2	0	0	0	0	0	0	2	1	0	0	0	ECEF_Wing3_TRINITY_DN15010_c0_g1
ECEF_Meso_TRINITY_DN28140_c0_g1	58.17	44.59	66.8	80.9	45.92	38.56	169.47	92.59	85.55	19.15	8.64	194.96	226.22	158.33	185.12	278.43	102.4	122.4	116.55	184.99	250.6	28.3	215.86	22.32	ECEF_Meso_TRINITY_DN28140_c0_g1
ECEF_Wing2_TRINITY_DN25202_c3_g1	48.16	34.65	123.16	42.67	85.69	126.23	126.93	43.3	62.55	18.17	15.84	151.65	161.8	140.75	122.97	133.72	119.74	139	162.94	180.62	152.59	118.41	184.23	52.28	ECEF_Wing2_TRINITY_DN25202_c3_g1
ECEF_Abd_TRINITY_DN21318_c0_g1	9057	2947	88242	21665	4497	3265	4756	8326	8494	542	8491	24806	11229	5525	6585	17831	8614	3787	81080	29051	10197	1044	9022	1726	ECEF_Abd_TRINITY_DN21318_c0_g1
ECEF_Ovi_TRINITY_DN9888_c0_g1	5	19	13	13	21	10	16	24	15	3	3	29	46	38	54	45	2	11	18	22	29	1	24	2	ECEF_Ovi_TRINITY_DN9888_c0_g1
ECEF_Eye_TRINITY_DN21287_c0_g1	211.32	365.92	536.64	488.61	258.65	350.2	617.98	720.48	74.35	41.25	12.44	273.27	618.27	246.81	349.01	541.71	133.87	349.56	324.03	382.29	490.46	65.65	652.83	67.97	ECEF_Eye_TRINITY_DN21287_c0_g1
ECEF_Wing2_TRINITY_DN25972_c0_g1	41	88	144	127	43	72	152	73	89	28	18	224	247	203	276	276	76	144	135	225	220	31	196	34	ECEF_Wing2_TRINITY_DN25972_c0_g1
ECEF_Pro_TRINITY_DN15632_c0_g1	114	209	149	59	84	105	212	140	114	60	13	107	242	145	171	283	134	220	50	109	128	23	129	16	ECEF_Pro_TRINITY_DN15632_c0_g1
ECEF_Wing2_TRINITY_DN23114_c1_g4	118.15	173.61	258.09	248.94	119.95	103.8	221.28	140.48	166.83	53.74	35.09	412.39	313.53	239.96	275.92	306.66	159.57	232.47	314.39	404.62	378.61	65.93	517.78	119	ECEF_Wing2_TRINITY_DN23114_c1_g4
ECEF_Leg_TRINITY_DN21278_c0_g1	70	72	240	67	12	44	25	40	51	6	10	50	30	16	16	26	37	21	107	34	58	3	18	3	ECEF_Leg_TRINITY_DN21278_c0_g1
ECEF_Abd_TRINITY_DN10498_c0_g1	684	0	0	0	55	1	1	0	269	0	0	0	6	0	1	3	220	0	0	0	1	0	0	1	ECEF_Abd_TRINITY_DN10498_c0_g1
ECEF_Eye_TRINITY_DN23229_c1_g3	258.97	841.68	540.54	595.71	183.29	273.16	384.6	288.33	342.95	167.59	46	764.79	664.87	539.03	695.19	774.51	294.2	737.12	502.71	642.11	650.1	51.21	661.62	72.94	ECEF_Eye_TRINITY_DN23229_c1_g3
ECEF_Meso_TRINITY_DN26539_c3_g2	49.32	59.28	103.35	115.09	63.84	55.59	101.5	93.36	77	33.46	11	210.36	269.37	143.54	210.04	225.82	46.59	55.44	75.72	112.8	151.66	18.58	83.38	12.59	ECEF_Meso_TRINITY_DN26539_c3_g2
ECEF_Ovi_TRINITY_DN1401_c0_g1	1.8	1.1	1.85	1.34	2.62	0	0	2.57	0	0	0	0	0	3.77	1.99	3.49	1.92	5.61	0	2.84	4.85	0.54	12.61	1.8	ECEF_Ovi_TRINITY_DN1401_c0_g1
ECEF_Abd_TRINITY_DN21595_c0_g1	745	986	1590	1335	548	891	1525	1282	753	153	83	1347	1435	1216	1581	1822	690	1032	1184	1511	1501	265	1943	249	ECEF_Abd_TRINITY_DN21595_c0_g1
ECEF_Eye_TRINITY_DN17177_c0_g1	71.68	62.36	70.86	15.26	15.53	10.07	16.55	13.32	20.92	7.63	7	19.58	11.53	11.46	23.8	27.02	88.33	90.47	113.51	73.9	111.73	4.12	26.93	4.42	ECEF_Eye_TRINITY_DN17177_c0_g1
ECEF_Meso_TRINITY_DN27621_c1_g3	251.25	417.08	541.6	520	245.78	189.01	466.96	436.19	138.62	71.09	31.56	464.68	674.57	303.76	495.86	585.49	263.3	572.64	482.29	682.7	721.01	86.99	783.42	151.94	ECEF_Meso_TRINITY_DN27621_c1_g3
ECEF_Abd_TRINITY_DN10745_c0_g1	73.22	76.12	352.35	127.46	134.88	95.35	180.38	240	97.75	32.96	25.74	178.96	230.91	121.72	220.83	347.38	86.1	129.28	210.95	206.32	275.47	54.42	244.1	59.42	ECEF_Abd_TRINITY_DN10745_c0_g1
ECEF_Abd_TRINITY_DN4794_c0_g1	11.86	8.11	9.03	11	7.62	11.93	6.99	14.11	7.34	3	0	14.58	25.07	15.63	31.51	38.85	1.5	13.72	17.89	15.37	12.29	4	22.91	6.79	ECEF_Abd_TRINITY_DN4794_c0_g1
ECEF_Leg_TRINITY_DN16747_c0_g1	14	58	62	72	22	35	61	28	18	2	6	49	61	36	38	50	102	112	83	133	238	34	190	18	ECEF_Leg_TRINITY_DN16747_c0_g1
ECEF_Eye_TRINITY_DN16838_c0_g2	53.95	53.85	109.53	79.68	26.77	99.53	163.25	71.1	33.57	5.14	16.77	50.08	139.72	137.84	145.16	161.2	82.44	111.14	150.75	163.12	194.72	101.68	258.97	35.15	ECEF_Eye_TRINITY_DN16838_c0_g2
ECEF_Leg_TRINITY_DN18129_c0_g1	52	94	343	248	410	74	178	204	90	9	28	342	1153	101	157	300	125	91	274	265	929	13	143	73	ECEF_Leg_TRINITY_DN18129_c0_g1
ECEF_Leg_TRINITY_DN19022_c0_g1	1255	1179	2625	330	283	541	810	892	1008	295	219	582	729	1002	1127	1624	1037	648	738	210	706	34	351	38	ECEF_Leg_TRINITY_DN19022_c0_g1
ECEF_Abd_TRINITY_DN19309_c4_g6	152	147	261	197	117	87	170	154	327	43	21	345	360	223	341	439	185	189	224	282	397	42	347	36	ECEF_Abd_TRINITY_DN19309_c4_g6
ECEF_Abd_TRINITY_DN13839_c0_g1	65	0	3	0	3	0	4	1	12	0	0	0	0	0	0	1	29	1	5	1	1	0	1	0	ECEF_Abd_TRINITY_DN13839_c0_g1
ECEF_Abd_TRINITY_DN22195_c0_g1	906.31	857	1255.66	1163.09	432.7	639.64	1196.11	907.92	761.79	157.29	70.85	1242.79	1333.45	900.47	1114.71	1452.45	941.9	1132.06	1364.99	1487.79	1598.87	314.03	1887.52	202.61	ECEF_Abd_TRINITY_DN22195_c0_g1
ECEF_Wing3_TRINITY_DN23318_c0_g1	41	34	42	57	49	30	80	76	69	29	6	186	307	157	209	314	70	75	76	128	160	23	230	23	ECEF_Wing3_TRINITY_DN23318_c0_g1
ECEF_Leg_TRINITY_DN16099_c0_g1	1	0	28	1	6	1	5	7	8	1	0	5	7	6	1	3	7	49	92	19	100	17	18	7	ECEF_Leg_TRINITY_DN16099_c0_g1
ECEF_Wing3_TRINITY_DN30507_c1_g2	15695.89	2312.36	1743.56	6764.5	1825.82	981.74	374.49	495.55	15838.61	279.35	89.55	4447.91	2336.09	3008.47	400.52	1525.19	11804.75	2143.99	3103.88	5289.26	4415.97	891.04	231.8	173.59	ECEF_Wing3_TRINITY_DN30507_c1_g2
ECEF_Abd_TRINITY_DN11231_c0_g1	188.35	171	93.02	27.74	25.34	68.27	40	27.48	144	18	11	41	40	48	47	37	130	231	61	38	56	6	68	0	ECEF_Abd_TRINITY_DN11231_c0_g1
ECEF_Abd_TRINITY_DN14776_c0_g1	104	7	2	4	3	5	3	6	34	0	0	8	6	7	0	3	10	2	1	0	4	0	0	0	ECEF_Abd_TRINITY_DN14776_c0_g1
ECEF_Wing3_TRINITY_DN27071_c0_g1	56	64	117	42	91	79	215	268	62	11	13	94	78	82	247	422	112	172	166	230	161	101	1952	684	ECEF_Wing3_TRINITY_DN27071_c0_g1
ECEF_Eye_TRINITY_DN19020_c0_g1	65	149	153	136	46	100	285	145	52	32	12	162	252	161	292	370	48	88	98	171	178	27	217	16	ECEF_Eye_TRINITY_DN19020_c0_g1
ECEF_Ovi_TRINITY_DN19590_c2_g1	37.42	35.62	99.82	31.34	113.36	73.51	202.44	191.42	104.02	7.04	4.76	86.47	269.1	100.5	254.88	340.64	33.15	50.62	49.52	94.85	129.36	27.05	122.95	15.52	ECEF_Ovi_TRINITY_DN19590_c2_g1
ECEF_Abd_TRINITY_DN17794_c0_g1	1316	1181	2777	3814	837	1357	2433	2286	1008	240	153	4257	2974	1654	2261	3199	1111	1733	2242	3627	2863	277	3359	203	ECEF_Abd_TRINITY_DN17794_c0_g1
ECEF_Abd_TRINITY_DN10729_c0_g1	2397	2111	6485	4598	1129	1401	2613	2949	2052	537	533	5041	4387	2485	3114	4742	3285	3987	8098	6050	5478	605	5708	472	ECEF_Abd_TRINITY_DN10729_c0_g1
ECEF_Leg_TRINITY_DN18600_c0_g2	5.11	3.14	23.72	1.2	3.31	6.82	2.25	6.2	1.63	0	0	1.2	1.26	0	1.09	0	0	0	0	1.24	0	0	2.18	0	ECEF_Leg_TRINITY_DN18600_c0_g2
ECEF_Abd_TRINITY_DN19957_c1_g1	100.51	276.97	240.79	239.98	190.46	193.39	421.42	354.71	118.41	103.71	35.78	398.9	761.41	344.83	600.18	898.69	104.81	200.18	207.88	457.25	420.97	85.38	557.52	68.71	ECEF_Abd_TRINITY_DN19957_c1_g1
ECEF_Abd_TRINITY_DN21747_c0_g1	1012	1226	2059	1963	409	581	990	734	1192	304	203	2143	1438	921	1096	1409	1733	1713	2487	2089	2207	208	1729	180	ECEF_Abd_TRINITY_DN21747_c0_g1
ECEF_Wing3_TRINITY_DN9093_c0_g1	0	4	4	2	0	3	2	8	11	4	1	6	8	1	13	13	0	0	6	3	3	1	5	1	ECEF_Wing3_TRINITY_DN9093_c0_g1
ECEF_Eye_TRINITY_DN23124_c0_g3	74	221	254	235	83	108	266	167	62	26	13	199	167	109	168	213	81	100	181	194	172	17	154	15	ECEF_Eye_TRINITY_DN23124_c0_g3
ECEF_Meso_TRINITY_DN27776_c0_g1	196	197	241	400	69	151	261	194	119	32	29	459	412	281	337	441	233	329	370	613	466	84	556	49	ECEF_Meso_TRINITY_DN27776_c0_g1
ECEF_Leg_TRINITY_DN24916_c2_g5	0.59	9.68	87.22	34.73	26.17	34.32	67.22	78.13	30.33	2.22	10.68	138.47	187.23	134.27	225.7	287.54	0	0	0	28.74	0	0	97.34	0	ECEF_Leg_TRINITY_DN24916_c2_g5
ECEF_Leg_TRINITY_DN17352_c0_g2	9	13	30	14	6	12	23	17	10	5	2	19	21	11	20	29	1	9	5	10	29	4	13	2	ECEF_Leg_TRINITY_DN17352_c0_g2
ECEF_Eye_TRINITY_DN19234_c0_g2	12.52	20.56	0	7.78	0.1	4.74	0.32	4.59	0	8.66	2.77	5.55	11.78	0	7.02	13.54	6.55	9.73	0	26.35	5.31	12.95	0	0	ECEF_Eye_TRINITY_DN19234_c0_g2
ECEF_Abd_TRINITY_DN15420_c0_g1	184	225	324	373	111	199	450	389	99	25	10	314	335	196	306	333	92	183	185	257	248	44	296	22	ECEF_Abd_TRINITY_DN15420_c0_g1
ECEF_Leg_TRINITY_DN21664_c0_g1	225.53	348.67	386.25	298.78	130.2	163.43	348.61	245.87	120.08	38.5	10	149.68	141.24	141.53	168.58	147.85	131.53	332.96	207.47	199.76	181.87	37.5	260.11	34.33	ECEF_Leg_TRINITY_DN21664_c0_g1
ECEF_Abd_TRINITY_DN22439_c0_g1	735	1230	1582	2037	555	847	1480	1107	1035	212	129	2074	1963	1598	2123	2125	884	1247	1530	2042	2195	243	2238	223	ECEF_Abd_TRINITY_DN22439_c0_g1
ECEF_Wing2_TRINITY_DN27132_c0_g1	2	1	4	3	0	1	3	0	3	0	0	3	4	1	3	1	2	4	0	0	0	0	4	3	ECEF_Wing2_TRINITY_DN27132_c0_g1
ECEF_Abd_TRINITY_DN16742_c0_g1	580	641	1130	1020	502	704	1519	1090	563	167	96	1329	1926	960	1301	1980	573	1041	1052	1522	1763	275	1915	184	ECEF_Abd_TRINITY_DN16742_c0_g1
ECEF_Wing3_TRINITY_DN19455_c0_g1	27.97	22.47	40.08	1.93	9.08	0	23.29	36.07	22.79	8.84	5.39	15.56	31.3	13.96	15.93	26.07	67.59	66.54	78.76	41.65	46.01	7.97	74.52	8	ECEF_Wing3_TRINITY_DN19455_c0_g1
ECEF_Wing3_TRINITY_DN19936_c0_g1	1	6	8	6	5	6	15	14	7	0	1	9	11	6	14	10	2	1	8	4	7	1	11	0	ECEF_Wing3_TRINITY_DN19936_c0_g1
ECEF_Abd_TRINITY_DN14747_c0_g1	151	296	260	276	77	138	363	260	119	66	27	284	288	202	350	365	222	396	403	431	481	86	698	75	ECEF_Abd_TRINITY_DN14747_c0_g1
ECEF_Wing2_TRINITY_DN26198_c0_g1	104.25	237.56	479.6	574.73	328.66	397.21	1154.19	826.62	379.57	68.13	17.06	660.39	1364.15	760.18	1143.08	1553.45	49.38	48.25	105.55	100.01	458.22	76.43	160.4	20.91	ECEF_Wing2_TRINITY_DN26198_c0_g1
ECEF_Abd_TRINITY_DN3618_c0_g1	28	0	0	0	4	0	0	0	8	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	ECEF_Abd_TRINITY_DN3618_c0_g1
ECEF_Leg_TRINITY_DN25144_c2_g1	590.8	634.43	1158.15	1161.33	529.56	626.57	1310.97	905.47	620.71	96.72	67	1204.61	1206.22	729.43	941.54	1216.64	441.76	521.06	728.85	1103.22	926.48	147.51	808.61	93.86	ECEF_Leg_TRINITY_DN25144_c2_g1
ECEF_Ovi_TRINITY_DN22195_c1_g1	78	361	413	188	330	334	628	376	127	80	48	340	1059	432	683	875	152	482	308	328	739	131	547	114	ECEF_Ovi_TRINITY_DN22195_c1_g1
ECEF_Eye_TRINITY_DN9076_c0_g1	34	33	59	52	11	22	44	59	40	10	9	81	88	50	62	105	45	78	71	107	122	15	123	9	ECEF_Eye_TRINITY_DN9076_c0_g1
ECEF_Leg_TRINITY_DN18347_c0_g1	309	479	644	623	349	389	592	597	388	164	64	750	978	494	792	1076	327	546	454	650	1028	116	782	92	ECEF_Leg_TRINITY_DN18347_c0_g1
ECEF_Wing3_TRINITY_DN13546_c0_g1	9	21	16	18	10	8	20	27	5	2	4	25	41	14	22	39	7	25	21	20	19	9	17	0	ECEF_Wing3_TRINITY_DN13546_c0_g1
ECEF_Leg_TRINITY_DN17781_c0_g3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	2	0	ECEF_Leg_TRINITY_DN17781_c0_g3
ECEF_Leg_TRINITY_DN14270_c0_g1	29	54	66	60	27	47	61	54	43	17	3	71	82	44	66	99	161	61	58	86	184	16	114	8	ECEF_Leg_TRINITY_DN14270_c0_g1
ECEF_Eye_TRINITY_DN15557_c0_g1	18.19	51.85	73.02	109.89	18.13	31.15	33.05	69.53	0	0	0	0	0	0	2.27	0.48	1.98	0	0	0	0	0	0	1.59	ECEF_Eye_TRINITY_DN15557_c0_g1
ECEF_Abd_TRINITY_DN18990_c0_g1	329	197	315	342	120	168	247	218	346	43	23	443	389	301	327	394	305	299	346	383	441	61	462	43	ECEF_Abd_TRINITY_DN18990_c0_g1
ECEF_Wing3_TRINITY_DN24268_c0_g1	2.44	5.4	9.81	10.01	4.98	6.68	15.74	7.57	2.74	0.06	0	3.1	5.15	1.4	10.57	1.75	1.12	2.42	7.09	8.18	2.52	0	10.95	0	ECEF_Wing3_TRINITY_DN24268_c0_g1
ECEF_Meso_TRINITY_DN26854_c1_g1	72	372	350	250	169	209	378	368	113	106	45	459	541	335	549	831	65	220	189	281	353	47	287	73	ECEF_Meso_TRINITY_DN26854_c1_g1
ECEF_Abd_TRINITY_DN22300_c0_g1	737.09	746.76	1028.06	693.89	355.96	478.12	808.51	667.69	576.67	128.82	67.65	781.85	938.04	658.78	1060.21	1233.91	866.65	766.41	967.91	941.94	976.4	118.15	1145.03	99.14	ECEF_Abd_TRINITY_DN22300_c0_g1
ECEF_Wing3_TRINITY_DN28483_c1_g1	1.95	2.62	6.19	6.26	2.07	1.09	8.32	18.97	0	2	0	12.08	14.77	12.44	21.5	20.04	5.54	10.94	5.45	14.99	17.63	0.37	14.98	4.01	ECEF_Wing3_TRINITY_DN28483_c1_g1
ECEF_Abd_TRINITY_DN20335_c2_g1	123	171	261	264	68	171	418	118	80	17	14	191	311	241	355	308	132	197	277	300	254	56	402	37	ECEF_Abd_TRINITY_DN20335_c2_g1
ECEF_Pro_TRINITY_DN15625_c0_g1	182	120	332	1097	279	307	472	461	195	29	19	1477	608	488	733	928	306	249	419	1535	827	97	800	113	ECEF_Pro_TRINITY_DN15625_c0_g1
ECEF_Eye_TRINITY_DN22374_c0_g1	32	421	303	19	139	81	75	40	15	88	18	54	356	107	56	60	26	844	177	32	189	33	71	12	ECEF_Eye_TRINITY_DN22374_c0_g1
ECEF_Wing2_TRINITY_DN25234_c0_g2	0	8.14	5.44	0	1	0	2.88	3.32	1	3.99	0	0	1.73	1	1	1.1	0	1.33	4.28	0.99	1	1	2.12	2	ECEF_Wing2_TRINITY_DN25234_c0_g2
ECEF_Ovi_TRINITY_DN19461_c5_g1	0	6.47	3.48	3.54	6.47	0	1.4	6.01	0	0	0	1.15	1.3	1.17	1.84	1.29	0	3.24	0	1.33	4.19	0	3.26	0	ECEF_Ovi_TRINITY_DN19461_c5_g1
ECEF_Abd_TRINITY_DN21895_c0_g1	435	753	853	611	414	475	875	703	465	209	90	887	1365	779	1375	1588	417	682	620	794	1084	171	1082	126	ECEF_Abd_TRINITY_DN21895_c0_g1
ECEF_Abd_TRINITY_DN21638_c0_g1	17.72	3.8	6.77	3.82	2	3	5.98	4.62	0	0	0	1.13	5.42	1.81	0	0	5.89	3.15	5.8	7.32	10.48	1.25	6.5	0.28	ECEF_Abd_TRINITY_DN21638_c0_g1
ECEF_Meso_TRINITY_DN29555_c1_g1	11	34	31	41	5	14	22	30	9	6	2	21	28	12	19	37	13	24	16	20	17	2	25	2	ECEF_Meso_TRINITY_DN29555_c1_g1
ECEF_Abd_TRINITY_DN19631_c0_g1	212.57	209.95	288.15	269.69	101.67	145.34	248.62	224.33	150.63	54.15	12.06	312.41	363.84	189.1	291.82	358.82	237.93	312.84	273.87	336.47	399.21	37.93	353.38	25.17	ECEF_Abd_TRINITY_DN19631_c0_g1
ECEF_Eye_TRINITY_DN8686_c0_g1	0	7	0	0	0	0	0	0	0	1	0	2	0	0	0	3	2	0	0	0	0	0	0	0	ECEF_Eye_TRINITY_DN8686_c0_g1
ECEF_Eye_TRINITY_DN13247_c0_g1	0	9	1	2	0	0	1	0	0	5	0	0	1	0	0	0	0	2	3	0	0	0	1	0	ECEF_Eye_TRINITY_DN13247_c0_g1
ECEF_Wing3_TRINITY_DN28279_c0_g4	0	0	0	1	0	0	3.08	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	ECEF_Wing3_TRINITY_DN28279_c0_g4
ECEF_Abd_TRINITY_DN4802_c0_g1	24	0	0	0	1	0	0	0	6	0	0	0	1	0	0	1	16	2	3	8	4	0	3	1	ECEF_Abd_TRINITY_DN4802_c0_g1
ECEF_Eye_TRINITY_DN14132_c0_g1	0	49	0	1	0	0	1	0	0	11	0	0	0	0	0	0	2	78	3	3	1	1	5	7	ECEF_Eye_TRINITY_DN14132_c0_g1
ECEF_Wing3_TRINITY_DN11771_c0_g1	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	ECEF_Wing3_TRINITY_DN11771_c0_g1
ECEF_Wing2_TRINITY_DN26062_c0_g2	0	0	9.96	5.68	6.59	0	24.96	10.77	4.99	3.71	0	8.23	15.26	4.9	12.17	20.78	4.22	0	0	3.55	19.61	0	7.92	2.92	ECEF_Wing2_TRINITY_DN26062_c0_g2
ECEF_Leg_TRINITY_DN21617_c0_g1	25	9	154.37	555.4	11.7	4	13	18	2	0	11	722.79	25.01	2	1	25	21	12	100.34	449.18	46	1	90.77	7	ECEF_Leg_TRINITY_DN21617_c0_g1
ECEF_Abd_TRINITY_DN14252_c0_g1	275	238	332	490	105	277	489	278	236	43	33	490	500	341	426	519	321	297	420	559	563	114	572	69	ECEF_Abd_TRINITY_DN14252_c0_g1
ECEF_Pro_TRINITY_DN21969_c0_g1	214.33	208.02	391.96	402.61	128.18	187.32	321.6	250.09	286.66	53.33	43.74	505.88	441.3	325.17	403.12	598.86	223.72	273.21	255.8	408.49	406.25	36.83	408.25	38.83	ECEF_Pro_TRINITY_DN21969_c0_g1
